# :: u z0 z1 z2 z3 z4 z5 z6 z0z1 z0z2 z0z3 z0z4 z0z5 z0z6 z1z2 z1z3 z1z4 z1z5 z1z6 z2z3 z2z4 z2z5 z2z6 z3z4 z3z5 z3z6 z4z5 z4z6 z5z6 z0z1z2 z0z1z3 z0z1z4 z0z1z5 z0z1z6 z0z2z3 z0z2z4 z0z2z5 z0z2z6 z0z3z4 z0z3z5 z0z3z6 z0z4z5 z0z4z6 z0z5z6 z1z2z3 z1z2z4 z1z2z5 z1z2z6 z1z3z4 z1z3z5 z1z3z6 z1z4z5 z1z4z6 z1z5z6 z2z3z4 z2z3z5 z2z3z6 z2z4z5 z2z4z6 z2z5z6 z3z4z5 z3z4z6 z3z5z6 z4z5z6 z0z1z2z3 z0z1z2z4 z0z1z2z5 z0z1z2z6 z0z1z3z4 z0z1z3z5 z0z1z3z6 z0z1z4z5 z0z1z4z6 z0z1z5z6 z0z2z3z4 z0z2z3z5 z0z2z3z6 z0z2z4z5 z0z2z4z6 z0z2z5z6 z0z3z4z5 z0z3z4z6 z0z3z5z6 z0z4z5z6 z1z2z3z4 z1z2z3z5 z1z2z3z6 z1z2z4z5 z1z2z4z6 z1z2z5z6 z1z3z4z5 z1z3z4z6 z1z3z5z6 z1z4z5z6 z2z3z4z5 z2z3z4z6 z2z3z5z6 z2z4z5z6 z3z4z5z6
1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	-1	-1	1	0	0	0	1	1	-1	0	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	-1	1	-1	0	0	0	1	-1	1	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	-1	1	1	0	0	0	1	-1	-1	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	1	-1	-1	0	0	0	-1	1	1	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	1	-1	1	0	0	0	-1	1	-1	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	1	1	-1	0	0	0	-1	-1	1	0	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	1	1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	-1	-1	-1	0	0	0	-1	-1	-1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	-1	-1	1	0	0	0	-1	-1	1	0	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	-1	1	-1	0	0	0	-1	1	-1	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	-1	1	1	0	0	0	-1	1	1	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	-1	-1	0	0	0	1	-1	-1	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	-1	1	0	0	0	1	-1	1	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
