# :: u z0 z1 z2 z3 z0z1 z0z2 z0z3 z1z2 z1z3 z2z3 z0z1z2 z0z1z3 z0z2z3 z1z2z3
1	-1	-1	-1	0	1	1	0	1	0	0	-1	0	0	0
1	-1	-1	1	0	1	-1	0	-1	0	0	1	0	0	0
1	-1	1	-1	0	-1	1	0	-1	0	0	1	0	0	0
1	-1	1	1	0	-1	-1	0	1	0	0	-1	0	0	0
1	1	-1	-1	0	-1	-1	0	1	0	0	1	0	0	0
1	1	-1	1	0	-1	1	0	-1	0	0	-1	0	0	0
1	1	1	-1	0	1	-1	0	-1	0	0	-1	0	0	0
1	1	1	1	0	1	1	0	1	0	0	1	0	0	0
1	-1	-1	0	-1	1	0	1	0	1	0	0	-1	0	0
1	-1	-1	0	1	1	0	-1	0	-1	0	0	1	0	0
1	-1	1	0	-1	-1	0	1	0	-1	0	0	1	0	0
1	-1	1	0	1	-1	0	-1	0	1	0	0	-1	0	0
1	1	-1	0	-1	-1	0	-1	0	1	0	0	1	0	0
1	1	-1	0	1	-1	0	1	0	-1	0	0	-1	0	0
1	1	1	0	-1	1	0	-1	0	-1	0	0	-1	0	0
1	1	1	0	1	1	0	1	0	1	0	0	1	0	0
1	-1	0	-1	-1	0	1	1	0	0	1	0	0	-1	0
1	-1	0	-1	1	0	1	-1	0	0	-1	0	0	1	0
1	-1	0	1	-1	0	-1	1	0	0	-1	0	0	1	0
1	-1	0	1	1	0	-1	-1	0	0	1	0	0	-1	0
1	1	0	-1	-1	0	-1	-1	0	0	1	0	0	1	0
1	1	0	-1	1	0	-1	1	0	0	-1	0	0	-1	0
1	1	0	1	-1	0	1	-1	0	0	-1	0	0	-1	0
1	1	0	1	1	0	1	1	0	0	1	0	0	1	0
1	0	-1	-1	-1	0	0	0	1	1	1	0	0	0	-1
1	0	-1	-1	1	0	0	0	1	-1	-1	0	0	0	1
1	0	-1	1	-1	0	0	0	-1	1	-1	0	0	0	1
1	0	-1	1	1	0	0	0	-1	-1	1	0	0	0	-1
1	0	1	-1	-1	0	0	0	-1	-1	1	0	0	0	1
1	0	1	-1	1	0	0	0	-1	1	-1	0	0	0	-1
1	0	1	1	-1	0	0	0	1	-1	-1	0	0	0	-1
1	0	1	1	1	0	0	0	1	1	1	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
